City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,laguna de perlas,12.3429,-83.6712,27.05,81,37,6.56,NI,1675295040
364,palmer,42.1584,-72.3287,-1.53,46,0,2.57,US,1675295031
365,cuiaba,-15.5961,-56.0967,26.96,83,40,1.54,BR,1675295002
366,tezpur,26.6333,92.8,14.93,69,2,0.36,IN,1675295045
367,conselheiro pena,-19.1722,-41.4722,23.54,77,94,1.27,BR,1675295046
368,monte santo de minas,-21.1897,-46.9803,19.6,93,100,1.07,BR,1675295047
369,truro,50.2653,-5.0544,9.6,87,75,5.66,GB,1675295049
370,sydney,-33.8679,151.2073,28.08,67,75,5.66,AU,1675294531
371,lyuban,52.7985,28.0048,0.33,93,100,5.35,BY,1675295052
372,abu zabad,12.35,29.25,19.47,18,68,7.08,SD,1675295054
373,sola,-13.8833,167.55,27.44,71,39,0.87,VU,1675295056
374,son tay,21.1378,105.505,18.96,84,100,0.33,VN,1675295059
375,sambava,-14.2667,50.1667,24.49,89,97,4.14,MG,1675295061
376,anapskaya,44.89,37.38,-1.87,93,40,3.0,RU,1675295063
377,nyaunglebin,17.95,96.7333,18.68,78,2,1.21,MM,1675295064
378,camacha,33.0833,-16.3333,15.68,59,20,5.66,PT,1675295050
379,vejalpur,22.6833,73.5667,14.82,32,58,4.52,IN,1675295066
380,mount isa,-20.7333,139.5,22.87,83,100,3.09,AU,1675295068
381,ossora,59.2353,163.0719,-8.92,80,100,2.66,RU,1675295014
382,sudbury,46.49,-80.99,-9.46,86,38,3.69,CA,1675294933
383,ponta delgada,37.7333,-25.6667,11.4,82,20,2.06,PT,1675295071
384,dicabisagan,17.0818,122.4157,25.03,88,88,1.37,PH,1675295072
385,ambulu,-8.345,113.6058,24.69,92,100,1.45,ID,1675295073
386,general roca,-39.0333,-67.5833,27.01,32,34,3.62,AR,1675295074
387,lang son,21.8333,106.7333,17.42,86,100,0.56,VN,1675295075
388,broken hill,-31.95,141.4333,19.63,52,0,5.39,AU,1675295076
389,qandala,11.472,49.8728,22.39,74,31,1.73,SO,1675295077
390,san carlos de bariloche,-41.1456,-71.3082,21.86,24,0,9.26,AR,1675295078
391,yuci,37.6803,112.7319,-3.14,22,0,2.0,CN,1675295080
392,cherskiy,68.75,161.3,-21.4,99,100,1.91,RU,1675295081
393,kulhudhuffushi,6.6221,73.07,27.2,72,87,5.46,MV,1675295082
394,gimli,50.6336,-96.9907,-16.99,71,87,3.09,CA,1675295083
395,pochutla,15.7432,-96.4661,29.9,59,10,2.43,MX,1675295084
396,khonsa,27.0167,95.5667,12.75,68,1,1.61,IN,1675295085
397,herat,34.5,62.0,7.31,94,100,1.8,AF,1675295086
398,tefe,-3.3542,-64.7114,25.06,100,40,2.57,BR,1675295087
399,phibun mangsahan,15.2447,105.2291,21.99,56,96,1.68,TH,1675295089
400,rawson,-43.3002,-65.1023,20.33,53,78,7.78,AR,1675295090
401,ust-ilimsk,58.0006,102.6619,-16.07,98,100,1.5,RU,1675295091
402,caldas novas,-17.7417,-48.625,22.97,77,100,1.58,BR,1675295092
403,teya,60.3778,92.6267,-16.12,98,100,1.95,RU,1675295093
404,verkhoyansk,67.5447,133.385,-36.21,100,95,0.46,RU,1675294957
405,pudozh,61.8099,36.5345,-6.39,97,100,1.86,RU,1675295095
406,panama city,8.9936,-79.5197,28.97,62,20,5.66,PA,1675295096
407,cancun,21.1743,-86.8466,26.96,69,20,2.57,MX,1675294452
408,gobabis,-22.45,18.9667,19.93,70,100,3.94,NA,1675295098
409,nizwa,22.9333,57.5333,16.77,66,1,0.61,OM,1675294824
410,ardee,53.8597,-6.5406,8.79,89,92,6.87,IE,1675295100
411,olinda,-8.0089,-34.8553,27.85,69,40,3.6,BR,1675294838
412,ribeira grande,38.5167,-28.7,13.21,82,19,2.68,PT,1675295102
413,aljezur,37.3191,-8.8033,7.9,70,0,2.01,PT,1675295105
414,san patricio,28.017,-97.5169,4.35,89,100,4.9,US,1675295107
415,namatanai,-3.6667,152.4333,29.07,66,98,3.12,PG,1675295109
416,tromso,69.6496,18.957,-2.99,93,100,1.54,NO,1675295111
417,uravakonda,14.95,77.2667,20.25,68,94,4.04,IN,1675295113
418,saint-augustin,51.226,-58.6502,-21.7,91,67,1.6,CA,1675294915
419,samarai,-10.6167,150.6667,29.01,72,97,4.45,PG,1675295115
420,vraca,43.8422,18.3955,-3.6,100,67,0.51,BA,1675295124
421,paris,48.8534,2.3488,8.1,81,0,5.14,FR,1675294783
422,kawalu,-7.3817,108.2082,23.39,88,97,0.62,ID,1675295127
423,wewak,-3.5534,143.6268,28.22,68,99,1.23,PG,1675295005
424,leh,34.1667,77.5833,-14.34,64,99,0.72,IN,1675295129
425,palauig,15.435,119.9045,27.17,68,11,1.12,PH,1675295130
426,assiniboia,49.6334,-105.9845,-9.1,79,92,8.75,CA,1675295131
427,mana,5.6592,-53.7767,24.17,87,69,3.18,GF,1675295132
428,bokoro,12.3807,17.0568,23.08,19,32,6.95,TD,1675295133
429,maumere,-8.6199,122.2111,27.34,78,99,1.78,ID,1675295135
430,saint anthony,45.0205,-93.218,-6.04,57,0,4.63,US,1675295136
431,the valley,18.217,-63.0578,25.08,78,20,2.57,AI,1675295137
432,kutum,14.2,24.6667,15.33,24,61,2.9,SD,1675295139
433,muramatsu,37.6833,139.1833,1.59,72,100,5.92,JP,1675295140
434,touros,-5.1989,-35.4608,26.87,77,100,5.89,BR,1675295141
435,kirchberg,50.6167,12.5333,2.38,90,93,7.34,DE,1675295142
436,payo,-3.7508,103.6372,23.04,95,100,0.34,ID,1675295143
437,ust-maya,60.4167,134.5333,-31.19,99,100,1.01,RU,1675295144
438,nishinomiya,34.7167,135.3333,5.99,79,75,6.69,JP,1675295145
439,kendallville,41.4414,-85.265,-5.28,63,0,3.09,US,1675295146
440,marinette,45.1,-87.6307,-6.75,58,100,3.6,US,1675295147
441,kholodnyy,62.7167,147.95,-29.49,99,100,0.89,RU,1675295149
442,port hedland,-20.3167,118.5667,30.3,66,4,2.35,AU,1675295150
443,kruisfontein,-34.0033,24.7314,17.16,81,1,2.58,ZA,1675295151
444,la libertad,-2.2333,-80.9,26.81,78,20,5.66,EC,1675295152
445,batagay-alyta,67.8006,130.4114,-30.32,100,100,0.44,RU,1675295153
446,beringovskiy,63.05,179.3167,-5.16,96,100,3.71,RU,1675295154
447,oistins,13.0667,-59.5333,25.05,69,40,5.66,BB,1675295155
448,vanimo,-2.6741,141.3028,28.92,67,79,0.98,PG,1675295156
449,keti bandar,24.1447,67.4497,17.99,30,0,4.23,PK,1675295157
450,saint-georges,12.0564,-61.7485,24.82,78,20,3.09,GD,1675294915
451,lagoa,39.05,-27.9833,13.68,71,43,2.92,PT,1675295159
452,letpadan,17.7833,95.75,19.03,64,3,2.11,MM,1675295160
453,zmeinogorsk,51.1567,82.195,-9.93,98,100,0.72,RU,1675295161
454,takoradi,4.8845,-1.7554,25.95,90,2,3.18,GH,1675295123
455,iqaluit,63.7506,-68.5145,-30.15,55,75,2.57,CA,1675295164
456,werda,-25.2667,23.2833,22.65,69,36,3.57,BW,1675295166
457,benguela,-12.5763,13.4055,25.1,77,96,1.28,AO,1675295168
458,balkanabat,39.5108,54.3671,5.07,83,6,1.24,TM,1675295169
459,rakaia,-43.75,172.0167,30.68,35,94,7.03,NZ,1675295171
460,doka,13.5167,35.7667,24.32,29,60,7.6,SD,1675295173
461,porosozero,62.7191,32.727,-6.84,98,100,1.92,RU,1675295174
462,mercedes,-34.6515,-59.4307,25.44,60,100,3.16,AR,1675295176
463,bathsheba,13.2167,-59.5167,25.34,69,40,5.66,BB,1675295178
464,alakurtti,66.9672,30.3491,-9.86,97,100,0.44,RU,1675295182
465,alenquer,-1.9417,-54.7383,22.66,94,100,3.27,BR,1675295184
466,kondopoga,62.2057,34.2614,-2.18,99,100,1.07,RU,1675295186
467,havre-saint-pierre,50.2334,-63.5986,-10.0,85,100,3.6,CA,1675295187
468,talnakh,69.4865,88.3972,-12.66,96,100,4.05,RU,1675295189
469,solhan,38.9634,41.0293,-0.95,97,100,2.82,TR,1675295190
470,cidreira,-30.1811,-50.2056,24.84,87,1,3.58,BR,1675295191
471,sai buri,6.7013,101.6168,23.84,90,98,1.84,TH,1675295192
472,houma,29.5958,-90.7195,18.0,83,100,3.6,US,1675295079
473,cartagena,10.3997,-75.5144,26.79,69,0,5.66,CO,1675294787
474,murray bridge,-35.1167,139.2667,16.18,57,50,9.04,AU,1675295195
475,tuatapere,-46.1333,167.6833,25.48,50,58,1.5,NZ,1675294940
476,atocha,-20.9333,-66.2333,11.37,58,5,5.92,BO,1675295197
477,wete,-5.0559,39.7294,24.67,86,59,2.41,TZ,1675295198
478,bridlington,54.0831,-0.1919,8.27,76,91,8.99,GB,1675295199
479,hay river,60.8156,-115.7999,-26.01,58,0,3.09,CA,1675294991
480,nhulunbuy,-12.2333,136.7667,30.34,74,40,5.14,AU,1675295201
481,lafia,8.4833,8.5167,27.44,15,4,1.32,NG,1675295202
482,terney,45.0503,136.6092,-12.56,58,15,6.03,RU,1675295203
483,kazanskaya,45.4106,40.4361,2.49,97,100,2.79,RU,1675295204
484,toora-khem,52.4675,96.11,-25.35,99,90,0.15,RU,1675295206
485,talara,-4.5772,-81.2719,27.42,61,0,5.14,PE,1675295207
486,severnoye,56.3491,78.3619,-23.29,100,24,1.49,RU,1675295208
487,bien hoa,10.95,106.8167,24.99,83,61,2.03,VN,1675295209
488,miandrivazo,-19.5167,45.4667,24.49,90,100,1.46,MG,1675295210
489,cozumel,20.5083,-86.9458,27.26,82,20,3.6,MX,1675295212
490,lethem,3.3803,-59.7968,27.81,56,54,5.46,GY,1675295213
491,springbok,-29.6643,17.8865,15.03,62,0,1.55,ZA,1675295214
492,sechura,-5.5569,-80.8222,24.56,73,28,4.32,PE,1675295215
493,roma,43.2128,-75.4557,-5.51,63,100,4.12,US,1675295169
494,isla vista,34.4133,-119.861,19.64,52,0,6.17,US,1675295217
495,port blair,11.6667,92.75,25.02,83,40,1.03,IN,1675295218
496,dalby,-27.1833,151.2667,28.88,61,65,0.45,AU,1675295219
497,aripuana,-9.1667,-60.6333,22.45,91,67,0.66,BR,1675295220
498,omsukchan,62.5333,155.8,-24.49,100,98,1.1,RU,1675295221
499,sorland,67.667,12.6934,0.92,53,49,2.68,NO,1675295223
500,margate,51.3813,1.3862,7.15,79,79,0.45,GB,1675295224
501,severodvinsk,64.5635,39.8302,-3.94,95,40,3.66,RU,1675295226
502,adrar,20.5022,-10.0711,16.75,14,100,4.98,MR,1675295228
503,salinopolis,-0.6136,-47.3561,24.21,88,100,1.21,BR,1675295229
504,aykhal,66.0,111.5,-31.59,100,99,1.93,RU,1675295024
505,maun,-19.9833,23.4167,23.98,100,40,2.57,BW,1675295234
506,arkhipo-osipovka,44.37,38.52,2.9,84,100,3.1,RU,1675295236
507,telma,52.6983,103.7097,-21.61,99,96,0.16,RU,1675295238
508,ornskoldsvik,63.2909,18.7153,-8.47,92,58,3.09,SE,1675295239
509,meadville,41.6414,-80.1515,-5.42,70,0,0.0,US,1675294945
510,natal,-5.795,-35.2094,27.36,83,40,3.6,BR,1675295191
511,mao,39.8885,4.2658,8.31,87,0,2.57,ES,1675295245
512,haifa,32.8156,34.9892,12.89,54,99,12.39,IL,1675295246
513,kasongo-lunda,-6.4667,16.8167,20.29,92,38,0.35,CD,1675295248
514,homer,59.6425,-151.5483,1.93,89,100,2.24,US,1675295249
515,abilene,32.4487,-99.7331,-0.68,88,100,2.57,US,1675295150
516,malakal,9.5334,31.6605,27.25,18,44,4.77,SS,1675295250
517,barreiras,-12.1528,-44.99,22.87,73,65,1.39,BR,1675295252
518,santander,43.4647,-3.8044,9.14,80,0,1.54,ES,1675295253
519,srednekolymsk,67.45,153.6833,-32.21,100,97,2.74,RU,1675295044
520,djibo,14.1022,-1.6306,23.51,7,26,3.24,BF,1675295254
521,naryan-mar,67.6713,53.087,-5.58,91,100,6.0,RU,1675295255
522,pucallpa,-8.3791,-74.5539,27.02,78,75,1.03,PE,1675295256
523,bilibino,68.0546,166.4372,-20.21,100,96,1.36,RU,1675295258
524,sao goncalo do sapucai,-21.8922,-45.5953,19.03,97,100,1.2,BR,1675295259
525,snyder,32.7179,-100.9176,-0.51,93,100,0.0,US,1675294990
526,shelburne,44.0787,-80.2041,-8.0,85,97,5.58,CA,1675295180
527,whitehorse,60.7161,-135.0538,-8.32,68,75,6.71,CA,1675295119
528,southbridge,42.0751,-72.0334,-2.08,51,21,0.89,US,1675295262
529,mishkino,55.3389,63.9175,-17.97,93,12,2.75,RU,1675295263
530,luwuk,-0.9516,122.7875,27.38,78,100,1.67,ID,1675295264
531,soubre,5.7856,-6.6083,23.99,89,8,1.02,CI,1675295265
532,bam,29.106,58.357,13.5,62,0,4.88,IR,1675295266
533,kavieng,-2.5744,150.7967,29.77,61,99,4.81,PG,1675295267
534,sosnovo-ozerskoye,52.5249,111.5418,-23.28,98,83,2.81,RU,1675295268
535,aden,12.7794,45.0367,24.2,67,4,5.52,YE,1675295269
536,kieta,-6.2167,155.6333,28.98,70,98,3.0,PG,1675295270
537,puerto madryn,-42.7692,-65.0385,19.53,62,96,9.26,AR,1675294995
538,camopi,3.1655,-52.3158,22.12,99,97,1.12,GF,1675295272
539,pangai,-19.8,-174.35,29.06,79,75,4.63,TO,1675295273
540,kupang,-10.1667,123.5833,26.32,100,75,0.51,ID,1675295274
541,hope mills,34.9704,-78.9453,8.18,88,100,3.6,US,1675295236
542,santo angelo,-28.2992,-54.2631,30.24,31,70,2.27,BR,1675295276
543,hirara,24.8,125.2833,20.15,88,75,8.23,JP,1675295277
544,roebourne,-20.7833,117.1333,30.97,59,6,2.89,AU,1675295278
545,tessalit,20.1986,1.0114,18.46,12,48,3.52,ML,1675295279
546,kralendijk,12.15,-68.2667,25.87,74,3,7.95,BQ,1675295280
547,honiara,-9.4333,159.95,29.55,68,95,2.01,SB,1675295281
548,shimoda,34.6667,138.95,8.2,54,99,2.17,JP,1675295283
549,kiama,-34.6833,150.8667,29.03,60,6,3.58,AU,1675295285
550,tanete,-3.9443,119.7848,24.43,94,92,1.53,ID,1675295286
551,sumenep,-7.0167,113.8667,25.59,88,100,2.48,ID,1675295288
552,luderitz,-26.6481,15.1594,17.62,78,0,8.81,NA,1675295289
553,hurghada,27.2574,33.8129,16.02,39,0,5.14,EG,1675295291
554,collingwood,44.4834,-80.2164,-4.37,71,84,1.54,CA,1675295293
555,altay,47.8667,88.1167,-10.49,57,58,3.39,CN,1675295251
556,port-gentil,-0.7193,8.7815,27.98,83,20,2.57,GA,1675295296
557,bowen,-20.0167,148.2333,29.47,70,100,3.43,AU,1675295297
558,san andres,12.5847,-81.7006,28.01,69,40,8.75,CO,1675295299
559,san mateo ixtatan,15.8319,-91.4781,9.35,96,42,2.49,GT,1675295301
560,palafrugell,41.9174,3.1631,10.79,74,0,0.45,ES,1675295302
561,nawa,27.0167,75.0,12.71,38,0,3.36,IN,1675295304
562,kikwit,-5.041,18.8162,21.58,83,79,1.04,CD,1675295306
563,naze,28.3667,129.4833,15.51,83,94,6.15,JP,1675295301
564,west bay,19.3667,-81.4167,27.04,76,20,5.14,KY,1675295308
565,vostok,46.4856,135.8833,-20.04,94,100,3.22,RU,1675295309
566,san julian,21.0167,-102.1667,21.68,22,43,6.51,MX,1675295310
